Date,Open,High,Low,Close,Adj Close,Volume
2022-01-02,3769.298340,3836.161865,3727.357422,3829.564941,3829.564941,9881471548
2022-01-03,3829.535645,3836.198730,3698.047607,3761.380371,3761.380371,12080777893
2022-01-04,3761.361572,3876.785156,3723.349854,3794.056641,3794.056641,14030925983
2022-01-05,3794.269043,3842.059814,3456.745361,3550.386963,3550.386963,18061338502
2022-01-06,3549.708984,3549.708984,3335.376709,3418.408203,3418.408203,24293791313
2022-01-07,3417.837891,3420.461914,3117.381348,3193.210449,3193.210449,24494179209
2022-01-08,3193.502441,3240.304443,3020.880859,3091.972656,3091.972656,16037732700
2022-01-09,3091.696289,3206.790771,3075.911377,3157.751465,3157.751465,12334683863
2022-01-10,3157.570557,3177.213379,2947.683594,3083.097900,3083.097900,19535744145
2022-01-11,3082.990967,3247.511963,3061.140625,3238.111572,3238.111572,15211447193
2022-01-12,3238.449951,3401.219971,3216.718018,3372.258301,3372.258301,16662871689
2022-01-13,3372.104980,3396.969727,3247.917480,3248.288574,3248.288574,15294466275
2022-01-14,3248.648682,3330.766113,3203.823730,3310.001465,3310.001465,13562957230
2022-01-15,3309.844238,3364.537842,3278.670898,3330.530762,3330.530762,9619999078
2022-01-16,3330.387207,3376.401123,3291.563721,3350.921875,3350.921875,9505934874
2022-01-17,3350.947266,3355.819336,3157.224121,3212.304932,3212.304932,12344309617
2022-01-18,3212.287598,3236.016113,3096.123535,3164.025146,3164.025146,13024154091
2022-01-19,3163.850342,3171.158447,3055.212402,3095.825928,3095.825928,13187424144
2022-01-20,3095.271729,3265.336914,3000.908203,3001.120117,3001.120117,10645922764
2022-01-21,3002.956787,3029.081055,2496.812988,2557.931641,2557.931641,26796291874
2022-01-22,2561.145264,2615.247314,2330.247314,2405.181152,2405.181152,27369692036
2022-01-23,2406.924316,2542.144775,2381.515137,2535.039063,2535.039063,16481489511
2022-01-24,2535.891113,2537.208496,2172.301270,2440.352295,2440.352295,28220804648
2022-01-25,2440.393555,2498.507080,2359.384766,2455.935059,2455.935059,16179776932
2022-01-26,2455.579102,2705.784180,2417.683105,2468.030273,2468.030273,21229909340
2022-01-27,2467.188477,2510.451660,2328.452148,2423.001221,2423.001221,16126522783
2022-01-28,2421.646973,2548.778564,2367.833740,2547.092041,2547.092041,14666227351
2022-01-29,2546.590576,2627.609375,2526.989746,2597.084717,2597.084717,11172062661
2022-01-30,2598.564941,2631.408447,2550.460938,2603.466553,2603.466553,9501221177
2022-01-31,2603.263428,2697.735352,2489.072266,2688.278809,2688.278809,13778234614
2022-02-01,2687.898926,2802.315430,2682.621826,2792.117188,2792.117188,13194846235
2022-02-02,2791.958984,2802.212158,2630.120361,2682.854004,2682.854004,13876301217
2022-02-03,2682.226074,2712.482666,2587.783447,2679.162598,2679.162598,12755505065
2022-02-04,2681.057617,2983.586914,2675.443848,2983.586914,2983.586914,18987223729
2022-02-05,2984.446045,3054.130127,2966.781006,3014.648193,3014.648193,13102093957
2022-02-06,3014.959717,3061.261230,2965.429932,3057.476074,3057.476074,9466018022
2022-02-07,3057.422119,3182.528320,3002.927002,3142.470703,3142.470703,15197063785
2022-02-08,3143.008545,3219.472656,3038.377930,3122.608643,3122.608643,17136080906
2022-02-09,3121.182617,3263.155762,3063.160156,3239.457031,3239.457031,13951308490
2022-02-10,3240.113037,3271.316162,3070.378174,3077.482178,3077.482178,18629485080
2022-02-11,3077.413086,3127.450684,2888.707764,2927.383545,2927.383545,16043881065
2022-02-12,2927.386475,2980.079346,2870.177002,2917.362793,2917.362793,11254355757
2022-02-13,2916.789551,2947.776611,2845.397705,2883.463379,2883.463379,9054963563
2022-02-14,2880.187744,2957.963623,2840.257568,2933.479004,2933.479004,12164552172
2022-02-15,2933.729004,3185.520752,2917.857178,3179.877197,3179.877197,13921257873
2022-02-16,3180.446777,3181.616943,3055.168213,3127.830078,3127.830078,12352406833
2022-02-17,3126.858398,3154.615234,2861.852051,2881.481934,2881.481934,15860206214
2022-02-18,2884.340576,2937.308594,2761.643311,2785.727539,2785.727539,15748173433
2022-02-19,2784.872803,2826.347900,2707.378418,2763.701172,2763.701172,9774183169
2022-02-20,2763.756592,2763.756592,2585.946289,2628.648438,2628.648438,11641437834
2022-02-21,2627.665527,2752.458496,2568.254395,2573.816162,2573.816162,18646392740
2022-02-22,2572.898682,2648.916748,2510.678711,2639.299316,2639.299316,16360200507
2022-02-23,2639.447021,2741.368408,2587.412842,2590.359619,2590.359619,13382637240
2022-02-24,2588.166260,2689.047607,2308.914795,2598.067139,2598.067139,29312342666
2022-02-25,2598.436279,2821.972412,2579.208008,2764.535645,2764.535645,17208902048
2022-02-26,2764.989502,2849.424072,2745.009033,2781.111816,2781.111816,11724648351
